text.id;text.date;text.length;text.lengthw;text.duration;text.durations;text.speed;text.speedwm;text.delivery;text.topic;text.topicspec;text.type;text.comments;speaker.name;speaker.gender;speaker.country;speaker.native;speaker.politfunc;speaker.politgroup;st.language;st.length;st.lengthw;st.duration;st.durations;st.speed;st.speedwm;st.delivery;interpreter.gender;interpreter.native;s.id;s.video;s.text;interpreter.id;st.gender;st.native;event.id;lang;mode
0010en_sp_st;17-01-11;long;1033;long;474;low;130.8;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Dalli John;M;Malta;n;European Commission;;;;;;;;;;;;193;http://amelia.sslmit.unibo.it/video/video.php?id=0010en_sp_st&start=06:43.1&end=06:49.0;The German authorities are informed and agreed to this ehm visit.;;;;0010;en;sp
0010en_sp_st;17-01-11;long;1033;long;474;low;130.8;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Dalli John;M;Malta;n;European Commission;;;;;;;;;;;;194;http://amelia.sslmit.unibo.it/video/video.php?id=0010en_sp_st&start=06:49.0&end=06:53.9;And I know we can count on the full cooperation of our German colleagues.;;;;0010;en;sp
0010en_sp_st;17-01-11;long;1033;long;474;low;130.8;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Dalli John;M;Malta;n;European Commission;;;;;;;;;;;;195;http://amelia.sslmit.unibo.it/video/video.php?id=0010en_sp_st&start=06:54.8&end=07:06.2;An additional information to you, honourable members of Parliament: we'll con- discuss this incident also during the Agricultural Council which will take place in Brussels next Monday, 24th of January.;;;;0010;en;sp
0010en_sp_st;17-01-11;long;1033;long;474;low;130.8;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Dalli John;M;Malta;n;European Commission;;;;;;;;;;;;196;http://amelia.sslmit.unibo.it/video/video.php?id=0010en_sp_st&start=07:06.6&end=07:12.0;As I have already mentioned, we are reflecting on measures including legislative ones.;;;;0010;en;sp
0010en_sp_st;17-01-11;long;1033;long;474;low;130.8;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Dalli John;M;Malta;n;European Commission;;;;;;;;;;;;197;http://amelia.sslmit.unibo.it/video/video.php?id=0010en_sp_st&start=07:12.3&end=07:26.1;The incident has highlighted the necessity to ensure the effectiveness of national control systems which underpin the confidence of all EU Member States and third countries in our food and feed safety measures.;;;;0010;en;sp
0010en_sp_st;17-01-11;long;1033;long;474;low;130.8;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Dalli John;M;Malta;n;European Commission;;;;;;;;;;;;198;http://amelia.sslmit.unibo.it/video/video.php?id=0010en_sp_st&start=07:26.5&end=07:51.6;In order to address this issue, I am exploring the possibility to establish a strict segregation of the production of fats and oils intended for feed and food purposes from the production of fats and oils for technical uses and I am considering the possibility of legal requirements on reinforced controls on dioxins at different stages of the feed chains.;;;;0010;en;sp
0010en_sp_st;17-01-11;long;1033;long;474;low;130.8;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Dalli John;M;Malta;n;European Commission;;;;;;;;;;;;199;http://amelia.sslmit.unibo.it/video/video.php?id=0010en_sp_st&start=07:52.0&end=08:01.2;I am confident that these measures, when endorsed and adopted, will bring the necessary improvements to our already solid food and feed safety systems.;;;;0010;en;sp
0010en_sp_st;17-01-11;long;1033;long;474;low;130.8;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Dalli John;M;Malta;n;European Commission;;;;;;;;;;;;200;http://amelia.sslmit.unibo.it/video/video.php?id=0010en_sp_st&start=08:01.2&end=08:02.8;Thank you for your attention.;;;;0010;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;202;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:06.0&end=00:07.3;Thank you very much madam President.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;203;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:07.3&end=00:15.8;First of all, can I say?, I sympathise totally with the position that the many German farmers find themselves in at this present moment of time.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;204;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:16.1&end=00:22.6;I had this experience ehm about 2 years ago in Northern Ireland when we went through a very similar exercise.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;205;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:23.0&end=00:34.2;And ehm I tell you it's the people who really suffer in this is the farmers who were actually not involved in any way # and I can # you have.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;206;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:34.2&end=00:40.7;Ehm I think the word 'criminal' has been mentioned here, I think there are those with criminal intent who have been involved in this.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;207;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:40.7&end=00:51.0;And we have to ask why do they do it, and I have to say Commissioner ehm you know ehm are they doing it to make a lot of money, as Mr Häusling says, a lot of extra money?;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;208;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:51.0&end=00:53.6;If they are, they should be prosecuted for it.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;209;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:54.2&end=00:59.9;But we should make it very clear: this is not those who are producing food that's responsible.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;210;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=00:59.9&end=01:04.2;It's the providers of the feed to those who are producing the food as responsible.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;211;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=01:04.2&end=01:11.5;And we must take the actions against these people to make sure it doesn't happen and to restore the confidence to the consumer.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;212;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=01:11.5&end=01:16.6;Because I can understand well why the consumer's confidence will be shaken at this moment of time.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;213;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=01:16.6&end=01:22.1;Because, as someone said, this been m- has happened before and it should not be allowed to happen again.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;214;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=01:22.1&end=01:26.7;But let's not ehm simply go wholesale and bring in new legislation.;;;;0011;en;sp
0011en_sp_st;17-01-11;short;268;short;82;high;195.6;impromptu;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Nicholson James;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;215;http://amelia.sslmit.unibo.it/video/video.php?id=0011en_sp_st&start=01:26.7&end=01:28.9;Let's implement what we have.;;;;0011;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;217;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:08.3&end=00:09.6;Thank you President.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;218;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:09.6&end=00:11.0;First may I declare an interest:;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;219;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:11.0&end=00:13.2;I am a British egg producer.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;220;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:13.4&end=00:26.5;The dioxin contamination appears to be a consequence of the failure to adhere to the more rigorous processing standards needed for animal feed, as opposed to the less demanding process used to convert rapeseed to biofuel.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;221;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:26.8&end=00:31.6;The EU's enthusiasm for biofuels can therefore have unintended consequences.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;222;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:32.1&end=00:34.5;In my view, this is not a matter for the EU.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;223;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:34.5&end=00:39.1;It will not be solved by, and certainly does not need, extra regulation.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;224;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:39.1&end=00:44.9;The Germans have identified a problem, they have told us about it and they are taking the necessary steps.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;225;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:45.5&end=00:49.8;In the UK, we have a comprehensive assurance scheme called the Lion Code.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;226;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:50.0&end=00:58.7;It covers both animal feed production in the mill and the egg production on the farm, thus ensuring that... incidents like this are highly unlikely.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;227;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=00:58.7&end=01:06.2;So, if any of you are insistent on top quality eggs, 'ask for the Lion' and British producers will be delighted to supply you.;;;;0012;en;sp
0012en_sp_st;17-01-11;short;169;short;58;high;174.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Agnew John Stuart;M;United Kingdom;y;MEP;EFD;;;;;;;;;;;228;http://amelia.sslmit.unibo.it/video/video.php?id=0012en_sp_st&start=01:06.2&end=01:07.2;Thank you.;;;;0012;en;sp
0013en_sp_st;17-01-11;short;207;short;78;medium;159.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Parvanova Antonyia;F;Bulgaria;n;MEP;ALDE;;;;;;;;;;;230;http://amelia.sslmit.unibo.it/video/video.php?id=0013en_sp_st&start=00:06.6&end=00:09.8;Thank you madam Chair, Mr Commissioner, dear colleagues.;;;;0013;en;sp
0013en_sp_st;17-01-11;short;207;short;78;medium;159.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Parvanova Antonyia;F;Bulgaria;n;MEP;ALDE;;;;;;;;;;;231;http://amelia.sslmit.unibo.it/video/video.php?id=0013en_sp_st&start=00:09.8&end=00:27.1;The December contamination in Germany that we are discussing today and the blatant breach in our food safety chain observed did not did not only put seriously the health of thousands of consumers at risk, but also revealed remaining weaknesses in our food traceability system.;;;;0013;en;sp
0013en_sp_st;17-01-11;short;207;short;78;medium;159.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Parvanova Antonyia;F;Bulgaria;n;MEP;ALDE;;;;;;;;;;;232;http://amelia.sslmit.unibo.it/video/video.php?id=0013en_sp_st&start=00:27.1&end=00:41.4;It is indeed more than worrying that German authorities, or the Commission themselves, were not able to guarantee that none of the contaminated raw products, such as eggs, entered the food chain by being included as ingredients in processed food.;;;;0013;en;sp
0013en_sp_st;17-01-11;short;207;short;78;medium;159.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Parvanova Antonyia;F;Bulgaria;n;MEP;ALDE;;;;;;;;;;;233;http://amelia.sslmit.unibo.it/video/video.php?id=0013en_sp_st&start=00:41.4&end=01:01.1;Traceability is quite often seen as a burden from the food industry, but it appears crucial that it comes and when it comes to emergency situation such as the one discussed today and should be considered as a prerequisite to protect consumers' health and safety and I would therefore like to ask 2 questions to the Commission.;;;;0013;en;sp
0013en_sp_st;17-01-11;short;207;short;78;medium;159.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Parvanova Antonyia;F;Bulgaria;n;MEP;ALDE;;;;;;;;;;;234;http://amelia.sslmit.unibo.it/video/video.php?id=0013en_sp_st&start=01:01.1&end=01:13.9;First, whether they can now ascertain and confirm that none of the contaminated eggs or their single product affected entered the food chain via their utilisation in processed foods.;;;;0013;en;sp
0013en_sp_st;17-01-11;short;207;short;78;medium;159.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Parvanova Antonyia;F;Bulgaria;n;MEP;ALDE;;;;;;;;;;;235;http://amelia.sslmit.unibo.it/video/video.php?id=0013en_sp_st&start=01:13.9&end=01:24.8;And second, if they intends to reinforce traceability and information measures in order to guarantee an optimal protection of consumers in future food... and sanitary crises.;;;;0013;en;sp
0013en_sp_st;17-01-11;short;207;short;78;medium;159.2;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Parvanova Antonyia;F;Bulgaria;n;MEP;ALDE;;;;;;;;;;;236;http://amelia.sslmit.unibo.it/video/video.php?id=0013en_sp_st&start=01:24.8&end=01:26.1;Thank you.;;;;0013;en;sp
0014en_sp_st;17-01-11;short;176;short;60;high;176;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Stihler Catherine;F;United Kingdom;y;MEP;SD;;;;;;;;;;;238;http://amelia.sslmit.unibo.it/video/video.php?id=0014en_sp_st&start=00:08.3&end=00:19.8;# madam President, as we've heard, dioxin is a dangerous chemical which is known to cause cancer, and in this instance, it entered the food chain when chemicals meant for use in biofuels were accidentally used in animal feed.;;;;0014;en;sp
0014en_sp_st;17-01-11;short;176;short;60;high;176;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Stihler Catherine;F;United Kingdom;y;MEP;SD;;;;;;;;;;;239;http://amelia.sslmit.unibo.it/video/video.php?id=0014en_sp_st&start=00:19.8&end=00:30.2;Some test results by the Agriculture Ministry in Schleswig-Holstein have shown the fat of the feed contained 77 times the approved amount of dioxin.;;;;0014;en;sp
0014en_sp_st;17-01-11;short;176;short;60;high;176;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Stihler Catherine;F;United Kingdom;y;MEP;SD;;;;;;;;;;;240;http://amelia.sslmit.unibo.it/video/video.php?id=0014en_sp_st&start=00:30.2&end=00:37.0;The Rapid Alert System for Food and Feed is designed to protect European consumers from exactly this kind of contaminations.;;;;0014;en;sp
0014en_sp_st;17-01-11;short;176;short;60;high;176;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Stihler Catherine;F;United Kingdom;y;MEP;SD;;;;;;;;;;;241;http://amelia.sslmit.unibo.it/video/video.php?id=0014en_sp_st&start=00:37.0&end=00:48.7;By the time the alarm was raised, contaminated products were all over Germany... and other parts of the EU, even in UK quiches, which were removed as a precautionary... measure from supermarket shelves.;;;;0014;en;sp
0014en_sp_st;17-01-11;short;176;short;60;high;176;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Stihler Catherine;F;United Kingdom;y;MEP;SD;;;;;;;;;;;242;http://amelia.sslmit.unibo.it/video/video.php?id=0014en_sp_st&start=00:48.7&end=00:51.6;This is not the first dioxin scare.;;;;0014;en;sp
0014en_sp_st;17-01-11;short;176;short;60;high;176;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Stihler Catherine;F;United Kingdom;y;MEP;SD;;;;;;;;;;;243;http://amelia.sslmit.unibo.it/video/video.php?id=0014en_sp_st&start=00:51.6&end=00:58.2;We've had problems with mozzarella from Italy, pork products in Ireland and cattle products in Northern Ireland.;;;;0014;en;sp
0014en_sp_st;17-01-11;short;176;short;60;high;176;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Stihler Catherine;F;United Kingdom;y;MEP;SD;;;;;;;;;;;244;http://amelia.sslmit.unibo.it/video/video.php?id=0014en_sp_st&start=00:58.4&end=01:08.2;What we want to know from the Commission is why this Rapid Alert System mechanism has again failed to protect consumers, and what is the Commission going to do to put it right.;;;;0014;en;sp
0014en_sp_st;17-01-11;short;176;short;60;high;176;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Stihler Catherine;F;United Kingdom;y;MEP;SD;;;;;;;;;;;245;http://amelia.sslmit.unibo.it/video/video.php?id=0014en_sp_st&start=01:08.2&end=01:09.3;Thank you.;;;;0014;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;247;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:07.6&end=00:11.9;Ehm in Ireland, 2 years ago, December 2008, we had a problem.;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;248;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:11.9&end=00:17.2;I wonder what has the Commission done in the 2 years to avoid this current crisis.;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;249;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:17.2&end=00:19.2;I have a specific question:;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;250;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:19.2&end=00:28.7;Member State authorities are crying out for guidelines from DG SANCO on the feed hygiene regulations, they want guidance and a workshop.;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;251;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:28.7&end=00:32.8;Will you please make a commitment tonight to give them what they are requesting?;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;252;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:32.8&end=00:34.7;I have 3 other points to make.;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;253;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:34.8&end=00:55.7;We need very clearly to identify the high-risk products, the high-risk processors and the location and names of the high-risk producers, and, at the very least, we need total segregation of products that are destined for the animal feed chain and, therefore, for the food chain.;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;254;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:55.7&end=00:57.6;It is not rocket science.;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;255;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=00:57.6&end=01:08.1;We also need, as others have said, controls along the way so that we detect those who will continue to try and break the rules to make money.;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;256;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=01:08.1&end=01:10.1;Cutting costs is about cutting corners.;;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;257;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=01:10.1&end=01:13.7;"The problems is it costs Europe billions and millions;";;;;0015;en;sp
0015en_sp_st;17-01-11;short;176;short;69;medium;153;mixed;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;McGuinness Mairead;F;Ireland;y;MEP;PPE;;;;;;;;;;;258;http://amelia.sslmit.unibo.it/video/video.php?id=0015en_sp_st&start=01:13.7&end=01:16.8;it takes away consumer confidence and #...;;;;0015;en;sp
0016en_sp_st;17-01-11;short;197;short;64;high;184.1;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Ashworth Richard;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;260;http://amelia.sslmit.unibo.it/video/video.php?id=0016en_sp_st&start=00:10.0&end=00:14.4;Ehm President thank you very much, ehm we've had a number of incidents like this over the years.;;;;0016;en;sp
0016en_sp_st;17-01-11;short;197;short;64;high;184.1;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Ashworth Richard;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;261;http://amelia.sslmit.unibo.it/video/video.php?id=0016en_sp_st&start=00:14.4&end=00:26.0;Ehm and I would have thought that by now, the importance of traceability and quality assurance would be c- well understood and that the structures and regulations ought to be in place to s- to prevent incidence incidents like this.;;;;0016;en;sp
0016en_sp_st;17-01-11;short;197;short;64;high;184.1;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Ashworth Richard;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;262;http://amelia.sslmit.unibo.it/video/video.php?id=0016en_sp_st&start=00:26.0&end=00:29.0;This raises a number of very serious concerns.;;;;0016;en;sp
0016en_sp_st;17-01-11;short;197;short;64;high;184.1;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Ashworth Richard;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;263;http://amelia.sslmit.unibo.it/video/video.php?id=0016en_sp_st&start=00:29.0&end=00:46.4;Firstly, it's extremely damaging to consumers confidence in the food industry, secondly, it is always the farmers who are the innocent parties here, it's always the farmers who suffer a disproportionate effect ehm when compared to the consequence on the food processing industry.;;;;0016;en;sp
0016en_sp_st;17-01-11;short;197;short;64;high;184.1;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Ashworth Richard;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;264;http://amelia.sslmit.unibo.it/video/video.php?id=0016en_sp_st&start=00:46.7&end=00:57.5;Ehm I'm reasonably satisfied that the German authorities, and the Commission ehm and his team, have taken reasonable, appropriate and swift action ehm when they were aware that there was a problem.;;;;0016;en;sp
0016en_sp_st;17-01-11;short;197;short;64;high;184.1;read;Health;Consequences in the European Union of the dioxin animal feed incident;EN spoken sources;;Ashworth Richard;M;United Kingdom;y;MEP;ECR;;;;;;;;;;;265;http://amelia.sslmit.unibo.it/video/video.php?id=0016en_sp_st&start=00:57.8&end=01:15.0;But nevertheless, it ehm a number of very serious questions arise: questions about the behaviour of some sectors of the processing industry where, clearly, more needs to be done by way of prevention, more needs to be done by way of pu- punitive powers where the consequence of this action, where the #...;;;;0016;en;sp
0017en_sp_st;17-01-11;medium;531;medium;189;high;168.6;read;Environment;EU Cameroon forest law agreement EU Republic of Congo forest law agreement FLEGT voluntary partnership agreements;EN spoken sources;;Bearder Catherine;F;United Kingdom;y;MEP;ALDE;;;;;;;;;;;267;http://amelia.sslmit.unibo.it/video/video.php?id=0017en_sp_st&start=00:07.5&end=00:09.6;Thank you Mr Commissioner.;;;;0017;en;sp
